trial,workflow_length,failure_position,sagamind_restored,naive_restored,sagamind_residual_mutations,naive_residual_mutations
239,8,4,True,False,0,4
240,8,5,True,False,0,5
241,7,2,True,False,0,2
242,6,1,True,False,0,1
243,12,6,True,False,0,6
244,11,3,True,False,0,3
245,9,8,True,False,0,8
246,6,2,True,False,0,2
247,6,1,True,False,0,1
248,3,2,True,False,0,2
249,11,9,True,False,0,9
250,7,2,True,False,0,2
251,7,5,True,False,0,5
252,5,1,True,False,0,1
253,9,4,True,False,0,4
254,9,6,True,False,0,6
255,2,1,True,False,0,1
256,11,10,True,False,0,10
257,4,2,True,False,0,2
258,6,2,True,False,0,2
259,7,2,True,False,0,2
260,10,3,True,False,0,3
261,2,1,True,False,0,1
262,7,5,True,False,0,5
263,10,8,True,False,0,8
264,9,4,True,False,0,4
265,9,5,True,False,0,5
266,3,2,True,False,0,2
267,4,1,True,False,0,1
268,6,4,True,False,0,4
269,11,1,True,False,0,1
270,8,2,True,False,0,2
271,4,3,True,False,0,3
272,6,2,True,False,0,2
273,3,2,True,False,0,2
274,3,1,True,False,0,1
275,4,3,True,False,0,3
276,5,1,True,False,0,1
277,2,1,True,False,0,1
278,4,1,True,False,0,1
279,11,4,True,False,0,4
280,3,2,True,False,0,2
281,7,6,True,False,0,6
282,6,4,True,False,0,4
